candidate_id,order,source_witness_id,source_pdf_page,source_printed_page,page_alignment_status,source_ocr_line_start,source_ocr_line_end,headword_es_ocr,cora_ocr,raw_span_ocr,separator_type,multiple_separator_flag,extraction_confidence,review_status,human_verified
ORT1888-cand-000606,606,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1778,1779,Calzado que usan,Cacáhite.,Calzado que usan. — Cacáhite.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000607,607,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1780,1781,Calzarse,Veácáih te. Nenecácaihte.,Calzarse.— Veácáih te. Nenecácaihte.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000608,608,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1782,1783,Caldo,Haaáti.,Caldo.— Haaáti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000609,609,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1784,1785,Calenta,Fuzte. Nefci.,Calentar — Fuzte. Nefci.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000610,610,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1786,1787,Calentarse,Vkexaite. Nenekexaite.,Calentarse. — Vkexaite. Nenekexaite.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000611,611,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1788,1789,Calentura,X^/rihat.,Calentura. — X^/rihat.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000612,612,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1790,1791,Caliente,X^i/ca. P««ziii. Pue/.ti.,Caliente. — X^i/ca. P««ziii. Pue/.ti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000613,613,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1792,1793,Callarse,Huateapoarecá. Ñatea poareca.,Callarse. — Huateapoarecá. Ñatea poareca.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000614,614,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1794,1795,"Callos, tener en las manos ó pies",Acánitme.,"Callos, tener en las manos ó pies. — Acánitme.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000615,615,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1796,1797,Calo,Taíxeat.,Calor. — Taíxeat.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000616,616,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1798,1799,Calor ave,Teacaeca.,Calor aver. — Teacaeca.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000617,617,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1800,1801,Calor tene,Teáixe. Ne.,Calor tener. — Teáixe. Ne.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000618,618,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1802,1803,Calvo esta,Capuabákepoa. Canabakepoa.,Calvo estar — Capuabákepoa. Canabakepoa.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000619,619,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1804,1805,Calsones,Tumi te.,Calsones. — Tumi te.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000620,620,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1806,1807,"Calandria, ave",Tzamazti. pl. T/anzi.,"Calandria, ave. — Tzamazti. pl. T/anzi.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000621,621,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1808,1809,Cama,Vtátzi ti .,Cama. — Vtátzi ti .,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000622,622,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1810,1811,Camarón,Túketzi. pl. Túkezi.,Camarón. — Túketzi. pl. Túkezi.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000623,623,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1812,1813,Cambia,P na tata.,Cambiar. — P na tata.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000624,624,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1814,1815,"Camino, vereda",Uyeti.,"Camino, vereda. r-Uyeti.",hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000625,625,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1816,1817,Campanilla de la agua,Axepútzihbé.,"Campanilla de la agua, — Axepútzihbé.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000626,626,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1818,1819,"Campo, tierra llana","Choata,","Campo, tierra llana. — Choata,",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000627,627,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1820,1825,Cana,Quáinave.,Cana. — Quáinave. | WS&,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000628,628,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1832,1833,Canas tene,Ahaquáinave. N.,Canas tener. — Ahaquáinave. N.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000629,629,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1834,1835,Canasta,C'ikeuv'ú.,Canasta. — C'ikeuv'ú.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000630,630,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1836,1837,Cangrejo,Aíhna. pl. ri.,Cangrejo. — Aíhna. pl. ri.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000631,631,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1838,1839,Cansa rse,Vecv/owkene.,Cansa rse.-^Vecv/owkene.,hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000632,632,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1840,1841,Cansancio,Ceaonkeneat.,Cansancio. — Ceaonkeneat.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000633,633,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1842,1843,Canta,Chuicat.,Cantar. — Chuicat.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000634,634,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1844,1845,Canto,Tichicáme. pl. tzi.,Cantor. — Tichicáme. pl. tzi.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000635,635,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1846,1847,Cantar el gallo,Hihhna.,Cantar el gallo. — Hihhna.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000636,636,ORTEGA1888-TEPIC-IA,40,36,matched_headword,1848,1849,Can tar< >,Ay amet.,Can tar< >. — Ay amet.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000637,637,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1850,1851,Caña hueca,Acáti.,Caña hueca. — Acáti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000638,638,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1852,1853,Caña macisa,Acot.,Caña macisa. — Acot.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000639,639,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1854,1855,Caña de maíz,Huakexati.,Caña de maíz. — Huakexati.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000640,640,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1856,1859,Caña de castilla,Huínniti.,Caña de castilla. — Huínniti. | Cañaveral . H nini x i tzahta .,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000641,641,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1860,1861,Cañuto,Tazeúrabétme. Tálleteme.,Cañuto. — Tazeúrabétme. Tálleteme.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000642,642,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1862,1863,Capa,Ataripéne. Neti.,Capar. — Ataripéne. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000643,643,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1864,1865,Capado,Titaaripchuáme. pl. tzi.,Capador. — Titaaripchuáme. pl. tzi.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000644,644,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1866,1867,Capear el golpe,Huateaú. Netencíi.,Capear el golpe — Huateaú. Netencíi.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000645,645,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1868,1869,Cara,Nerimit.,Cara. -Nerimit.,hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000646,646,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1870,1871,"Cara, cosa",Tianahehe.,"Cara, cosa. — Tianahehe.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000647,647,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1872,1873,Caracol chico,Huácace. pl. ri.,Caracol chico. — Huácace. pl. ri.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000648,648,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1874,1875,Caracol grande,Xopot. pl. tzi.,Caracol grande. — Xopot. pl. tzi.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000649,649,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1876,1879,Carámbano,Cerit.,Carámbano. — Cerit. | Carcoma de madera. -,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000650,650,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1880,1881,Carbon,TVwxquári.,Carbon — TVwxquári.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000651,651,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1882,1883,Cárcel,Eukeritan.,Cárcel. — Eukeritan.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000652,652,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1884,1885,Carda,Cana. Neti.,Cardar. — Cana. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000653,653,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1886,1887,Carga lleva,Atéke. Nete.,Carga llevar. — Atéke. Nete.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000654,654,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1888,1889,Carga,Ihcata. Neti.,Cargar. — Ihcata. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000655,655,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1890,1891,Caridad,Muahchiat.,Caridad. — Muahchiat.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000656,656,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1892,1893,Carne,Hncat.,Carne. — Hncat.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000657,657,ORTEGA1888-TEPIC-IA,41,37,matched_headword,1894,1899,Carne desea,Huaine. Ne.,Carne desear. — Huaine. Ne. | Coi^yékeméme. )4. tzi.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000658,658,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1903,1904,Carnero,Canax. pl. eri.,Carnero. — Canax. pl. eri.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000659,659,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1905,1906,Caro venderse,Busca cara cosa.,Caro venderse. — Busca cara cosa.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000660,660,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1907,1908,Carrillo de cara,Vpéziti.,Carrillo de cara. — Vpéziti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000661,661,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1909,1910,Cariiso,Busca caña hueca.,Cariiso — Busca caña hueca.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000662,662,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1911,1912,Carrizal,Acátzahta.,Carrizal. — Acátzahta.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000663,663,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1913,1914,Carta,Yüxarit.,Carta.— Yüxarit.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000664,664,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1915,1916,Casa,Chihti.,Casa. — Chihti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000665,665,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1917,1918,Casar á otro,Nahehiten. Neti.,Casar á otro. — Nahehiten. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000666,666,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1919,1920,Casamiento,Nahehiterit.,Casamiento. — Nahehiterit.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000667,667,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1921,1922,Cascabel,Caerit.,Cascabel. — Caerit.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000668,668,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1923,1924,Castiga,Tepoahte. Ne.,Castigar. — Tepoahte. Ne.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000669,669,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1925,1926,Castigo,Poáihtzit.,Castigo. — Poáihtzit.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000670,670,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1927,1928,"Causa, el porque de la causa",Kenie.,"Causa, el porque de la causa. — Kenie.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000671,671,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1929,1930,Clama,Hihhua. Ne.,Clamar.--- Hihhua. Ne.,hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000672,672,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1931,1932,Clamo,Hihhuariti.,Clamor. — Hihhuariti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000673,673,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1933,1934,"Clara cosa, no turbia",Huaravi.,"Clara cosa, no turbia — Huaravi.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000674,674,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1935,1936,Claro esta,Huanérie.,Claro esta r. — Huanérie.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000675,675,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1937,1938,Clava,Tahtatai. Nete.,Clavar. — Tahtatai. Nete.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000676,676,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1939,1940,Coa de palo,Vicati.,Coa de palo. — Vicati.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000677,677,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1941,1942,Coa de hierro,Tantimoa.,Coa de hierro. — Tantimoa.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000678,678,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1943,1944,Cobrar lo que se debe,Ihbe. Neti.,Cobrar lo que se debe — Ihbe. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000679,679,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1945,1946,"Cobre, metal",Auúitzi.,"Cobre, metal. — Auúitzi.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000680,680,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1947,1948,Codo de brazo,Tzicúri ti.,"Codo de brazo.,— Tzicúri ti.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000681,681,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1949,1950,Codorniz,Zeaíi. pl. riti.,Codorniz. — Zeaíi. pl. riti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000682,682,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1951,1952,"Coger, agarra",Bia. Neti.,"Coger, agarrar. — Bia. Neti.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000683,683,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1953,1954,Coger como maíz de cosecha,Antácih. Nete.,Coger como maíz de cosecha. — Antácih. Nete.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000684,684,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1955,1956,Coger algo del suelo,Tea. Neti.,"Coger algo del suelo, r- Tea. Neti.",hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000685,685,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1957,1958,Cojea,"Capa^whri. huachiáca. Canocurihuachiaca,","Cojear. — Capa^whri. huachiáca. Canocurihuachiaca,",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000686,686,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1959,1960,Cojo,Nahche.,Cojo.— Nahche.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000687,687,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1961,1962,Cola de animal,Quaciti.,Cola de animal. — Quaciti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000688,688,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1963,1964,Cola,Catze. Neti.,Colar. — Catze. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000689,689,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1965,1970,Colgar algo,"Heké. Neti,","Colgar algo. — Heké. Neti, | 39",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000690,690,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1971,1971,Colma,Bahezt. Nete.,Colmar. —Bahezt. Nete.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000691,691,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1972,1972,Comenza,Tehche Neteu.,Comenzar. — Tehche Neteu.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000692,692,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1973,1973,"Comegen, animal",Teahpuazt. pl. Teahpuazi.,"Comegen, animal. — Teahpuazt. pl. Teahpuazi.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000693,693,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1974,1974,Come,Cua. Neti.,Comer. — Cua. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000694,694,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1975,1975,Comezón dar algo,Taeuné. Ne.,Comezón dar algo. — Taeuné. Ne.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000695,695,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1976,1976,Con) ida,Queahti.,Con) ida. — Queahti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000696,696,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1977,1977,Como?,Aitné?,Como? — Aitné?,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000697,697,ORTEGA1888-TEPIC-IA,42,38,matched_headword,1978,1978,Como,Eup&t.,Como. — Eup&t.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000698,698,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1979,1979,Com padecerse,Cube. Neti va.,Com padecerse. -^Cube. Neti va.,hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000699,699,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1980,1981,Compañón ó cojou,Atari ti.,Compañón ó cojou. r— Atari ti. | Compasar o medir con eoiupáz. == Yhte. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000700,700,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1982,1982,Compasión,Cu beat,"Compasión.,— Cu beat",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000701,701,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1983,1983,Compone,vAtahua. Neti.,Componer.— vAtahua. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000702,702,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1984,1984,Comprar aleo,Nana. Neti.,Comprar aleo. — Nana. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000703,703,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1985,1985,C miprado,Tinanabeme. pl. tzi.,C miprador. ^-Tinanabeme. pl. tzi.,hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000704,704,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1986,1986,ComuIga,Tezahuateiiü Neti.,ComuIgar.-^Tezahuateiiü Neti.,hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000705,705,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1987,1987,Comunión,Tzahuatiat.,"Comunión, r— Tzahuatiat.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000706,706,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1988,1989,"Con, prep",Keme.,"Con, prep. — Keme.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000707,707,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1990,1990,"Con, con alguno",Tiliemi. Tihamoan. Tihetzána.,"Con, con alguno. — Tiliemi. Tihamoan. Tihetzána.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000708,708,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1991,1991,Concha,Kfí/xati.,Concha.— Kfí/xati.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000709,709,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1992,1992,Conchava,Acao.ner¡. Nete.,Conchavar. — Acao.ner¡. Nete.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000710,710,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1993,1993,Conejo,-Tatzú. pl. ri.,Conejo.- -Tatzú. pl. ri.,hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000711,711,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1994,1994,Confesa,Huahua retiat. Nraztariat,Confesar. --Huahua retiat. Nraztariat,hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000712,712,ORTEGA1888-TEPIC-IA,43,39,matched_headword,1995,2000,Confeso,Tihuhuretehuáme. pl. tzi. Tencaztacareme.,Confesor— Tihuhuretehuáme. pl. tzi. Tencaztacareme. | tzi. | Pl.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000713,713,ORTEGA1888-TEPIC-IA,43,39,matched_headword,2002,2007,Confiar en alg,uno. Tihetzeticlmave. Tihetzenetichua-,Confiar en alg-uno. Tihetzeticlmave. Tihetzenetichua- | ve.,hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000714,714,ORTEGA1888-TEPIC-IA,43,39,matched_headword,2008,2009,Confianza tal,Chueveat.,Confianza tal. — Chueveat.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000715,715,ORTEGA1888-TEPIC-IA,43,39,matched_headword,2010,2011,Conocer muje,Amoanpuhüicari. Amoamuhuicari.,Conocer mujer. --Amoanpuhüicari. Amoamuhuicari.,hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000716,716,ORTEGA1888-TEPIC-IA,43,39,matched_headword,2012,2017,Conoce,Muaté Neti.,Conocer. — Muaté Neti. | 40,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000717,717,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2018,2019,Condenarse!,Tahetépoaomatáme. Taheténoaomatáme.,Condenarse! — Tahetépoaomatáme. Taheténoaomatáme.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000718,718,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2020,2021,Consolar a otro,Veacanéhua. Nucaneanéhua.,Consolar a otro. — Veacanéhua. Nucaneanéhua.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000719,719,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2022,2023,Consuelo,Ganéhat.,Consuelo. — Ganéhat.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000720,720,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2024,2025,Contra alguno,Tihemi.,Contra alguno. ^-Tihemi.,hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000721,721,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2026,2027,Convertirse,Huaóhe. Naúhe.,Convertirse. — Huaóhe. Naúhe.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000722,722,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2028,2029,Corazón,Xaihnuriti.,Corazón. — Xaihnuriti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000723,723,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2030,2031,Cqrcobado esta,Atcútutna. Nantitutna. Áhtepuzi. N.,Cqrcobado estar. — Atcútutna. Nantitutna. Áhtepuzi. N.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000724,724,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2032,2033,Corcobado,Nahpoára.,Corcobado. — Nahpoára.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000725,725,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2034,2035,Cordel,Cahuáriti.,Cordel. — Cahuáriti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000726,726,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2036,2037,Corregi,Hébe Neti.,Corregir. — Hébe Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000727,727,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2038,2039,Corrección,Hebiat.,"Corrección.,— Hebiat.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000728,728,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2040,2041,Corre,Átate Ne.,Correr. — Átate Ne.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000729,729,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2042,2043,"Corta cosa, no larga",Pipoatzi.,"Corta cosa, no larga. — Pipoatzi.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000730,730,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2044,2045,Cortar hacha,.sJBehehi. Neti.,Cortar hacha.— .sJBehehi. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000731,731,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2046,2047,"Cortar con cuchillo, como quien acierra",Zizehi Neti.,"Cortar con cuchillo, como quien acierra. — Zizehi Neti.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000732,732,ORTEGA1888-TEPIC-IA,44,40,matched_headword,2048,2049,Cortar estiando,Ntitépi. Nete.,Cortar estiando. — Ntitépi. Nete.,em_dash,false,high,unreviewed_machine_candidate,false
