candidate_id,order,source_witness_id,source_pdf_page,source_printed_page,page_alignment_status,source_ocr_line_start,source_ocr_line_end,headword_es_ocr,cora_ocr,raw_span_ocr,separator_type,multiple_separator_flag,extraction_confidence,review_status,human_verified
ORT1888-cand-000090,90,ORTEGA1888-TEPIC-IA,22,18,matched_headword,740,740,Aceza,Yaxuhpua. Ni. Yateu«¿\ Ni. Ye. Ni.,Acezar. r— Yaxuhpua. Ni. Yateu«¿\ Ni. Ye. Ni.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000091,91,ORTEGA1888-TEPIC-IA,22,18,matched_headword,741,741,"Acerrar, cortar con sierra",Ntizizchizt. Nete.,"Acerrar, cortar con sierra. — Ntizizchizt. Nete.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000092,92,ORTEGA1888-TEPIC-IA,22,18,matched_headword,742,742,Aclarar el tiempo,Man xé.,"Aclarar el tiempo, r— Man xé.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000093,93,ORTEGA1888-TEPIC-IA,22,18,matched_headword,743,743,Aclararse lo que está turbio,Huaohcácari.,Aclararse lo que está turbio. — Huaohcácari.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000094,94,ORTEGA1888-TEPIC-IA,22,18,matched_headword,744,744,Acocear á otro,Tachetzina. Neti.,Acocear á otro. — Tachetzina. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000095,95,ORTEGA1888-TEPIC-IA,22,18,matched_headword,745,747,Acometer valerosamente al enemigo,Huatáhua Nata-,Acometer valerosamente al enemigo. — Huatáhua Nata- | nea.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000096,96,ORTEGA1888-TEPIC-IA,22,18,matched_headword,748,748,Acompañar á otro,Anta neáxcaca. Nete.,Acompañar á otro .-^ Anta neáxcaca. Nete.,hyphen_variant,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000097,97,ORTEGA1888-TEPIC-IA,22,18,matched_headword,749,749,Aconseja,^Hebe. Neti.,Aconsejar.— ^Hebe. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000098,98,ORTEGA1888-TEPIC-IA,22,18,matched_headword,750,750,Acordarse,Vtamuarem/ea Nete.,Acordarse. —Vtamuarem/ea Nete.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000099,99,ORTEGA1888-TEPIC-IA,22,18,matched_headword,751,751,Acostarse,Huateahuzemi. Nateahuizemi.,Acostarse. — Huateahuzemi. Nateahuizemi.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000100,100,ORTEGA1888-TEPIC-IA,22,18,matched_headword,752,752,Acostado esta,Huatwhui. Natetfhui.,Acostado estar. — Huatwhui. Natetfhui.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000101,101,ORTEGA1888-TEPIC-IA,22,18,matched_headword,753,753,Acostar á otro,ATete. Neteu.,Acostar á otro.— ATete. Neteu.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000102,102,ORTEGA1888-TEPIC-IA,22,18,matched_headword,754,759,Azosa,>Amutzi.,Azosar.— >Amutzi. | sirs,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000103,103,ORTEGA1888-TEPIC-IA,23,19,matched_headword,764,765,"Azotar con cuero, ó soga",Bé Net i.,"Azotar con cuero, ó soga. — Bé Net i.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000104,104,ORTEGA1888-TEPIC-IA,23,19,matched_headword,766,767,Azotar con vara al caballo,Cureva Neti.,Azotar con vara al caballo. — Cureva Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000105,105,ORTEGA1888-TEPIC-IA,23,19,matched_headword,768,769,"Azote, el acto de azota",Beyat.,"Azote, el acto de azotar. —Beyat.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000106,106,ORTEGA1888-TEPIC-IA,23,19,matched_headword,770,771,"Azote, con que se azota",NNaviti.,"Azote, con que se azota —NNaviti.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000107,107,ORTEGA1888-TEPIC-IA,23,19,matched_headword,772,773,Acrecentar algo,"NHiiíwiutiéhre. Neii, tearauéhre.","Acrecentar algo.— NHiiíwiutiéhre. Neii, tearauéhre.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000108,108,ORTEGA1888-TEPIC-IA,23,19,matched_headword,774,775,Acucharrarse,NTzúchá Ne,Acucharrarse — NTzúchá Ne,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000109,109,ORTEGA1888-TEPIC-IA,23,19,matched_headword,776,777,Acuchillar á otro,Taba Neti.,Acuchillar á otro. — Taba Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000110,110,ORTEGA1888-TEPIC-IA,23,19,matched_headword,778,779,Acullá. /,M«>me. Euk.,Acullá. /— M«>me. Euk.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000111,111,ORTEGA1888-TEPIC-IA,23,19,matched_headword,780,781,Acusar á alguno,xT¡axahtzi-ri,Acusar á alguno. — xT¡axahtzi-ri,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000112,112,ORTEGA1888-TEPIC-IA,23,19,matched_headword,782,783,Azúca,An caca.,"Azúcar. , — An caca. | — Namuáti.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000113,113,ORTEGA1888-TEPIC-IA,23,19,anchored_same_page,784,785,«e,Teaunamua. Netemamua.,«e. — Teaunamua. Netemamua.,em_dash,false,medium,unreviewed_machine_candidate,false
ORT1888-cand-000114,114,ORTEGA1888-TEPIC-IA,23,19,matched_headword,786,787,Adelante,M.ueiuevé.,"Adelante. ,—M.ueiuevé.",em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000115,115,ORTEGA1888-TEPIC-IA,23,19,matched_headword,788,789,Adelgazar tablas ó piedras,Tazné. Neti.,Adelgazar tablas ó piedras. — Tazné. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000116,116,ORTEGA1888-TEPIC-IA,23,19,matched_headword,790,791,Adelgazar hilo ó cosas largas,Pitzire. Neti.,Adelgazar hilo ó cosas largas. — Pitzire. Neti.,em_dash,false,high,unreviewed_machine_candidate,false
ORT1888-cand-000117,117,ORTEGA1888-TEPIC-IA,23,19,matched_headword,792,794,Adereza,/?>/hripent¡ tahua. £#uhrimentitáhua. £fahriti-,"Aderezar. ,— /?>/hripent¡ tahua. £#uhrimentitáhua. £fahriti- | auhve Euhúñtwure.",em_dash,false,high,unreviewed_machine_candidate,false
