ID,Description,Entry_ID,Description_Language_ID,CHD_Candidate_ID,CHD_Authority_Status,CHD_Human_Verified
ORT1888-art-001090-s1,Cachea.,ORT1888-art-001090,crn,ORT1888-cand-001090,machine_derived,false
ORT1888-art-001091-s1,^Caeste.,ORT1888-art-001091,crn,ORT1888-cand-001091,machine_derived,false
ORT1888-art-001092-s1,Nahehiten. Neti.,ORT1888-art-001092,crn,ORT1888-cand-001092,machine_derived,false
ORT1888-art-001093-s1,Nahehiterit.,ORT1888-art-001093,crn,ORT1888-cand-001093,machine_derived,false
ORT1888-art-001094-s1,Tecuárae. pl. tzi.,ORT1888-art-001094,crn,ORT1888-cand-001094,machine_derived,false
ORT1888-art-001095-s1,XeupíIiti pl. Xeupihtzi. Carucati.,ORT1888-art-001095,crn,ORT1888-cand-001095,machine_derived,false
ORT1888-art-001096-s1,Pik^¿xa.,ORT1888-art-001096,crn,ORT1888-cand-001096,machine_derived,false
ORT1888-art-001097-s1,Muaitek. Neti.,ORT1888-art-001097,crn,ORT1888-cand-001097,machine_derived,false
ORT1888-art-001098-s1,Muáitechiat.,ORT1888-art-001098,crn,ORT1888-cand-001098,machine_derived,false
ORT1888-art-001099-s1,Quaxíi. pl. ti.,ORT1888-art-001099,crn,ORT1888-cand-001099,machine_derived,false
ORT1888-art-001100-s1,Huatuxat pl. tzi.,ORT1888-art-001100,crn,ORT1888-cand-001100,machine_derived,false
ORT1888-art-001101-s1,Ucarépe Neucucarépe,ORT1888-art-001101,crn,ORT1888-cand-001101,machine_derived,false
ORT1888-art-001102-s1,^Quaikí?^^xáti.,ORT1888-art-001102,crn,ORT1888-cand-001102,machine_derived,false
ORT1888-art-001103-s1,^Muatet. pl. tzi.,ORT1888-art-001103,crn,ORT1888-cand-001103,machine_derived,false
ORT1888-art-001104-s1,"NAhaohepoa. Nete. Ahahué. Nete,",ORT1888-art-001104,crn,ORT1888-cand-001104,machine_derived,false
ORT1888-art-001105-s1,Miston. pl. tzi.,ORT1888-art-001105,crn,ORT1888-cand-001105,machine_derived,false
ORT1888-art-001107-s1,Hucuritze. pl. Hucuri-,ORT1888-art-001107,crn,ORT1888-cand-001107,machine_derived,false
ORT1888-art-001108-s1,Tzicai. pl. tzi.,ORT1888-art-001108,crn,ORT1888-cand-001108,machine_derived,false
ORT1888-art-001109-s1,Chuix. pl. Chixcwri.,ORT1888-art-001109,crn,ORT1888-cand-001109,machine_derived,false
ORT1888-art-001110-s1,Zizchu. pl. tzi.,ORT1888-art-001110,crn,ORT1888-cand-001110,machine_derived,false
ORT1888-art-001111-s1,Uiteuyeimeyéca. Ne.,ORT1888-art-001111,crn,ORT1888-cand-001111,machine_derived,false
ORT1888-art-001112-s1,Vteamuavé\ Nenteamuavé.,ORT1888-art-001112,crn,ORT1888-cand-001112,machine_derived,false
ORT1888-art-001113-s1,vTeaiuuáveat.,ORT1888-art-001113,crn,ORT1888-cand-001113,machine_derived,false
ORT1888-art-001114-s1,Huavixcai. pl. tzi.,ORT1888-art-001114,crn,ORT1888-cand-001114,machine_derived,false
ORT1888-art-001115-s1,Tébeche. Neti.,ORT1888-art-001115,crn,ORT1888-cand-001115,machine_derived,false
ORT1888-art-001116-s1,Behcheat.,ORT1888-art-001116,crn,ORT1888-cand-001116,machine_derived,false
ORT1888-art-001117-s1,Yz u met.,ORT1888-art-001117,crn,ORT1888-cand-001117,machine_derived,false
ORT1888-art-001118-s1,Vec.,ORT1888-art-001118,crn,ORT1888-cand-001118,machine_derived,false
ORT1888-art-001119-s1,Máke?¿se.,ORT1888-art-001119,crn,ORT1888-cand-001119,machine_derived,false
ORT1888-art-001120-s1,Vbátzone.,ORT1888-art-001120,crn,ORT1888-cand-001120,machine_derived,false
ORT1888-art-001121-s1,Caville.,ORT1888-art-001121,crn,ORT1888-cand-001121,machine_derived,false
ORT1888-art-001122-s1,Tatoáni.,ORT1888-art-001122,crn,ORT1888-cand-001122,machine_derived,false
ORT1888-art-001123-s1,Busca Cuervo.,ORT1888-art-001123,crn,ORT1888-cand-001123,machine_derived,false
ORT1888-art-001124-s1,Chúitziti.,ORT1888-art-001124,crn,ORT1888-cand-001124,machine_derived,false
ORT1888-art-001125-s1,Tébi.,ORT1888-art-001125,crn,ORT1888-cand-001125,machine_derived,false
ORT1888-art-001126-s1,Vhuátébi.,ORT1888-art-001126,crn,ORT1888-cand-001126,machine_derived,false
ORT1888-art-001127-s1,Uhua/<?«te.,ORT1888-art-001127,crn,ORT1888-cand-001127,machine_derived,false
ORT1888-art-001128-s1,Tébi.,ORT1888-art-001128,crn,ORT1888-cand-001128,machine_derived,false
ORT1888-art-001129-s1,NTéfceri.,ORT1888-art-001129,crn,ORT1888-cand-001129,machine_derived,false
ORT1888-art-001130-s1,Mevatzé.,ORT1888-art-001130,crn,ORT1888-cand-001130,machine_derived,false
ORT1888-art-001131-s1,Atzat.,ORT1888-art-001131,crn,ORT1888-cand-001131,machine_derived,false
ORT1888-art-001132-s1,Atza. Ne.,ORT1888-art-001132,crn,ORT1888-cand-001132,machine_derived,false
ORT1888-art-001133-s1,Huscui. pl. rzi.,ORT1888-art-001133,crn,ORT1888-cand-001133,machine_derived,false
ORT1888-art-001134-s1,Xihliua. Ne.,ORT1888-art-001134,crn,ORT1888-cand-001134,machine_derived,false
ORT1888-art-001135-s1,Hihhuariti.,ORT1888-art-001135,crn,ORT1888-cand-001135,machine_derived,false
ORT1888-art-001136-s1,Teahuere. Ne.,ORT1888-art-001136,crn,ORT1888-cand-001136,machine_derived,false
ORT1888-art-001137-s1,Curúti. pl. Curutzi.,ORT1888-art-001137,crn,ORT1888-cand-001137,machine_derived,false
ORT1888-art-001138-s1,Oliách Neti.,ORT1888-art-001138,crn,ORT1888-cand-001138,machine_derived,false
ORT1888-art-001139-s1,Uhabiti. Menenabite.,ORT1888-art-001139,crn,ORT1888-cand-001139,machine_derived,false
ORT1888-art-001140-s1,Cuhuahta. Ne.,ORT1888-art-001140,crn,ORT1888-cand-001140,machine_derived,false
ORT1888-art-001141-s1,Amuáhcáte.,ORT1888-art-001141,crn,ORT1888-cand-001141,machine_derived,false
ORT1888-art-001142-s1,Amuáhcate. N.,ORT1888-art-001142,crn,ORT1888-cand-001142,machine_derived,false
ORT1888-art-001143-s1,Canarit.,ORT1888-art-001143,crn,ORT1888-cand-001143,machine_derived,false
ORT1888-art-001144-s1,"Chuno, pl. ri.",ORT1888-art-001144,crn,ORT1888-cand-001144,machine_derived,false
ORT1888-art-001145-s1,Chúinori. Ne.,ORT1888-art-001145,crn,ORT1888-cand-001145,machine_derived,false
ORT1888-art-001146-s1,Neuca. Neti.,ORT1888-art-001146,crn,ORT1888-cand-001146,machine_derived,false
ORT1888-art-001147-s1,Neúcaréti.,ORT1888-art-001147,crn,ORT1888-cand-001147,machine_derived,false
ORT1888-art-001148-s1,Teapueihte.,ORT1888-art-001148,crn,ORT1888-cand-001148,machine_derived,false
ORT1888-art-001149-s1,Utzite.,ORT1888-art-001149,crn,ORT1888-cand-001149,machine_derived,false
ORT1888-art-001150-s1,Teaccahca. Neti.,ORT1888-art-001150,crn,ORT1888-cand-001150,machine_derived,false
ORT1888-art-001151-s1,Uchriha. Nencuriha,ORT1888-art-001151,crn,ORT1888-cand-001151,machine_derived,false
ORT1888-art-001152-s1,Teuh. Neteu.,ORT1888-art-001152,crn,ORT1888-cand-001152,machine_derived,false
ORT1888-art-001153-s1,Túhriti.,ORT1888-art-001153,crn,ORT1888-cand-001153,machine_derived,false
ORT1888-art-001154-s1,.Ti vat. Ne.,ORT1888-art-001154,crn,ORT1888-cand-001154,machine_derived,false
ORT1888-art-001155-s1,Huatúhrihua.,ORT1888-art-001155,crn,ORT1888-cand-001155,machine_derived,false
ORT1888-art-001156-s1,Tahua. Neti.,ORT1888-art-001156,crn,ORT1888-cand-001156,machine_derived,false
ORT1888-art-001157-s1,Titahuáme. pl. tzi.,ORT1888-art-001157,crn,ORT1888-cand-001157,machine_derived,false
ORT1888-art-001158-s1,Tzute. Neti.,ORT1888-art-001158,crn,ORT1888-cand-001158,machine_derived,false
ORT1888-art-001159-s1,Atzuteahcame. pl. tzi.,ORT1888-art-001159,crn,ORT1888-cand-001159,machine_derived,false
ORT1888-art-001160-s1,Secure. Ne.,ORT1888-art-001160,crn,ORT1888-cand-001160,machine_derived,false
ORT1888-art-001161-s1,Tecüre.,ORT1888-art-001161,crn,ORT1888-cand-001161,machine_derived,false
ORT1888-art-001162-s1,Uita. pl. ucarí.,ORT1888-art-001162,crn,ORT1888-cand-001162,machine_derived,false
ORT1888-art-001163-s1,Bahetzete. Nete.,ORT1888-art-001163,crn,ORT1888-cand-001163,machine_derived,false
ORT1888-art-001164-s1,Hezttat.,ORT1888-art-001164,crn,ORT1888-cand-001164,machine_derived,false
ORT1888-art-001165-s1,sCacamul.,ORT1888-art-001165,crn,ORT1888-cand-001165,machine_derived,false
ORT1888-art-001166-s1,Tzite. Net-u.,ORT1888-art-001166,crn,ORT1888-cand-001166,machine_derived,false
ORT1888-art-001167-s1,Ticutzi. pl. moa.,ORT1888-art-001167,crn,ORT1888-cand-001167,machine_derived,false
ORT1888-art-001168-s1,Moaihuamoa.,ORT1888-art-001168,crn,ORT1888-cand-001168,machine_derived,false
ORT1888-art-001169-s1,Tetaixe. Neti.,ORT1888-art-001169,crn,ORT1888-cand-001169,machine_derived,false
ORT1888-art-001170-s1,Quáne.,ORT1888-art-001170,crn,ORT1888-cand-001170,machine_derived,false
ORT1888-art-001171-s1,Anteyex.,ORT1888-art-001171,crn,ORT1888-cand-001171,machine_derived,false
ORT1888-art-001172-s1,Tzitúxca.,ORT1888-art-001172,crn,ORT1888-cand-001172,machine_derived,false
ORT1888-art-001173-s1,Cérit.,ORT1888-art-001173,crn,ORT1888-cand-001173,machine_derived,false
ORT1888-art-001174-s1,Tepuzti.,ORT1888-art-001174,crn,ORT1888-cand-001174,machine_derived,false
ORT1888-art-001175-s1,Neamuát.,ORT1888-art-001175,crn,ORT1888-cand-001175,machine_derived,false
ORT1888-art-001176-s1,Xáhpoa.,ORT1888-art-001176,crn,ORT1888-cand-001176,machine_derived,false
ORT1888-art-001177-s1,Tipérie. pl. Titeuriyamoa.,ORT1888-art-001177,crn,ORT1888-cand-001177,machine_derived,false
ORT1888-art-001178-s1,Tiyaóh. pl. Tiyaóh moa.,ORT1888-art-001178,crn,ORT1888-cand-001178,machine_derived,false
ORT1888-art-001179-s1,Hinua. Neti.,ORT1888-art-001179,crn,ORT1888-cand-001179,machine_derived,false
ORT1888-art-001180-s1,Titonó. Neatonó.,ORT1888-art-001180,crn,ORT1888-cand-001180,machine_derived,false
ORT1888-art-001181-s1,"Haa. Ne,",ORT1888-art-001181,crn,ORT1888-cand-001181,machine_derived,false
ORT1888-art-001182-s1,Hayiáhti.,ORT1888-art-001182,crn,ORT1888-cand-001182,machine_derived,false
ORT1888-art-001183-s1,Ytatze. Ne,ORT1888-art-001183,crn,ORT1888-cand-001183,machine_derived,false
ORT1888-art-001184-s1,Yteutzéat.,ORT1888-art-001184,crn,ORT1888-cand-001184,machine_derived,false
ORT1888-art-001185-s1,Azixa. Curízixa.,ORT1888-art-001185,crn,ORT1888-cand-001185,machine_derived,false
ORT1888-art-001186-s1,Ahméme.,ORT1888-art-001186,crn,ORT1888-cand-001186,machine_derived,false
ORT1888-art-001187-s1,Caturiti.,ORT1888-art-001187,crn,ORT1888-cand-001187,machine_derived,false
ORT1888-art-001188-s1,Veacuni.,ORT1888-art-001188,crn,ORT1888-cand-001188,machine_derived,false
ORT1888-art-001189-s1,Veacunazt. Ne.,ORT1888-art-001189,crn,ORT1888-cand-001189,machine_derived,false
ORT1888-art-001190-s1,Vxaiíiripé.,ORT1888-art-001190,crn,ORT1888-cand-001190,machine_derived,false
ORT1888-art-001191-s1,Xamuátn.,ORT1888-art-001191,crn,ORT1888-cand-001191,machine_derived,false
ORT1888-art-001192-s1,", Busca gozarse.",ORT1888-art-001192,crn,ORT1888-cand-001192,machine_derived,false
ORT1888-art-001193-s1,Tevit. pl. Teaiteri.,ORT1888-art-001193,crn,ORT1888-cand-001193,machine_derived,false
ORT1888-art-001194-s1,Vitzapuati.,ORT1888-art-001194,crn,ORT1888-cand-001194,machine_derived,false
ORT1888-art-001195-s1,Yeatéái.,ORT1888-art-001195,crn,ORT1888-cand-001195,machine_derived,false
ORT1888-art-001196-s1,Yacuati.,ORT1888-art-001196,crn,ORT1888-cand-001196,machine_derived,false
ORT1888-art-001197-s1,Vtuxa.,ORT1888-art-001197,crn,ORT1888-cand-001197,machine_derived,false
ORT1888-art-001198-s1,Tzalmate. Neti.,ORT1888-art-001198,crn,ORT1888-cand-001198,machine_derived,false
ORT1888-art-001199-s1,^Busca agujerear.,ORT1888-art-001199,crn,ORT1888-cand-001199,machine_derived,false
ORT1888-art-001200-s1,Auteacat.,ORT1888-art-001200,crn,ORT1888-cand-001200,machine_derived,false
ORT1888-art-001201-s1,Achti. pl. ri.,ORT1888-art-001201,crn,ORT1888-cand-001201,machine_derived,false
ORT1888-art-001202-s1,Tzárizt. pl. Tzarizéri.,ORT1888-art-001202,crn,ORT1888-cand-001202,machine_derived,false
ORT1888-art-001203-s1,Aehtéripoa.,ORT1888-art-001203,crn,ORT1888-cand-001203,machine_derived,false
ORT1888-art-001204-s1,^Toatéri.,ORT1888-art-001204,crn,ORT1888-cand-001204,machine_derived,false
ORT1888-art-001205-s1,Xaéicame. pl. Xéicahte.,ORT1888-art-001205,crn,ORT1888-cand-001205,machine_derived,false
ORT1888-art-001206-s1,Huataú. Nataneu.,ORT1888-art-001206,crn,ORT1888-cand-001206,machine_derived,false
ORT1888-art-001207-s1,Tzonachane. pl. tzi.,ORT1888-art-001207,crn,ORT1888-cand-001207,machine_derived,false
ORT1888-art-001208-s1,K^wtziti,ORT1888-art-001208,crn,ORT1888-cand-001208,machine_derived,false
ORT1888-art-001209-s1,Ketzuhta.,ORT1888-art-001209,crn,ORT1888-cand-001209,machine_derived,false
ORT1888-art-001210-s1,Nah.ua. Neti.,ORT1888-art-001210,crn,ORT1888-cand-001210,machine_derived,false
ORT1888-art-001211-s1,Nahuarit.,ORT1888-art-001211,crn,ORT1888-cand-001211,machine_derived,false
ORT1888-art-001212-s1,Yuarit.,ORT1888-art-001212,crn,ORT1888-cand-001212,machine_derived,false
ORT1888-art-001213-s1,Busca goze.,ORT1888-art-001213,crn,ORT1888-cand-001213,machine_derived,false
ORT1888-art-001214-s1,Muautechiát.,ORT1888-art-001214,crn,ORT1888-cand-001214,machine_derived,false
ORT1888-art-001215-s1,Huacariti.,ORT1888-art-001215,crn,ORT1888-cand-001215,machine_derived,false
ORT1888-art-001216-s1,Timocricat. pl. tzi.,ORT1888-art-001216,crn,ORT1888-cand-001216,machine_derived,false
ORT1888-art-001217-s1,Muitec. Neti.,ORT1888-art-001217,crn,ORT1888-cand-001217,machine_derived,false
ORT1888-art-001218-s1,Huaca. Ne.,ORT1888-art-001218,crn,ORT1888-cand-001218,machine_derived,false
ORT1888-art-001219-s1,Beopoámet,ORT1888-art-001219,crn,ORT1888-cand-001219,machine_derived,false
ORT1888-art-001220-s1,Uitenahchité. Nete,ORT1888-art-001220,crn,ORT1888-cand-001220,machine_derived,false
ORT1888-art-001221-s1,Busca recoger.,ORT1888-art-001221,crn,ORT1888-cand-001221,machine_derived,false
ORT1888-art-001222-s1,No saben todavía.,ORT1888-art-001222,crn,ORT1888-cand-001222,machine_derived,false
ORT1888-art-001223-s1,Captixanaca. Cautixanáca.,ORT1888-art-001223,crn,ORT1888-cand-001223,machine_derived,false
ORT1888-art-001224-s1,acta.,ORT1888-art-001224,crn,ORT1888-cand-001224,machine_derived,false
ORT1888-art-001225-s1,Ar. pur.,ORT1888-art-001225,crn,ORT1888-cand-001225,machine_derived,false
ORT1888-art-001226-s1,"Teuathemintimoé,",ORT1888-art-001226,crn,ORT1888-cand-001226,machine_derived,false
ORT1888-art-001227-s1,Técuat. pl. tzi.,ORT1888-art-001227,crn,ORT1888-cand-001227,machine_derived,false
ORT1888-art-001228-s1,Busca hielo.,ORT1888-art-001228,crn,ORT1888-cand-001228,machine_derived,false
ORT1888-art-001229-s1,Timuni.,ORT1888-art-001229,crn,ORT1888-cand-001229,machine_derived,false
ORT1888-art-001230-s1,Euxahti.,ORT1888-art-001230,crn,ORT1888-cand-001230,machine_derived,false
ORT1888-art-001231-s1,Comestibles. — Cherit.,ORT1888-art-001231,crn,ORT1888-cand-001231,machine_derived,false
ORT1888-art-001232-s1,.Avcvchi.,ORT1888-art-001232,crn,ORT1888-cand-001232,machine_derived,false
ORT1888-art-001233-s1,Enimit.,ORT1888-art-001233,crn,ORT1888-cand-001233,machine_derived,false
ORT1888-art-001234-s1,Tiopan.,ORT1888-art-001234,crn,ORT1888-cand-001234,machine_derived,false
ORT1888-art-001235-s1,Vxapuhuacáte.,ORT1888-art-001235,crn,ORT1888-cand-001235,machine_derived,false
ORT1888-art-001236-s1,Cháatzáti. pl. Cháatzáfci.,ORT1888-art-001236,crn,ORT1888-cand-001236,machine_derived,false
ORT1888-art-001237-s1,Ancuvafcoa. Nete.,ORT1888-art-001237,crn,ORT1888-cand-001237,machine_derived,false
ORT1888-art-001238-s1,Ninte. Neti.,ORT1888-art-001238,crn,ORT1888-cand-001238,machine_derived,false
ORT1888-art-001239-s1,Capúcüaübe.,ORT1888-art-001239,crn,ORT1888-cand-001239,machine_derived,false
ORT1888-art-001240-s1,Aban tona. Nabautona.,ORT1888-art-001240,crn,ORT1888-cand-001240,machine_derived,false
ORT1888-art-001241-s1,Muechita. Taheté.,ORT1888-art-001241,crn,ORT1888-cand-001241,machine_derived,false
ORT1888-art-001242-s1,Ceviat. Ceuuti.,ORT1888-art-001242,crn,ORT1888-cand-001242,machine_derived,false
ORT1888-art-001243-s1,Yhucá. Neti.,ORT1888-art-001243,crn,ORT1888-cand-001243,machine_derived,false
ORT1888-art-001244-s1,B usca eslabón .,ORT1888-art-001244,crn,ORT1888-cand-001244,machine_derived,false
ORT1888-art-001245-s1,-Auatahéyaca. Nataheya-,ORT1888-art-001245,crn,ORT1888-cand-001245,machine_derived,false
ORT1888-art-001246-s1,Huateaóututzi. Nateantutzi.,ORT1888-art-001246,crn,ORT1888-cand-001246,machine_derived,false
ORT1888-art-001247-s1,Busca guiar.,ORT1888-art-001247,crn,ORT1888-cand-001247,machine_derived,false
ORT1888-art-001248-s1,Teocaihme. Ne.,ORT1888-art-001248,crn,ORT1888-cand-001248,machine_derived,false
ORT1888-art-001249-s1,"Busca agua traer,",ORT1888-art-001249,crn,ORT1888-cand-001249,machine_derived,false
ORT1888-art-001250-s1,Cicéritá.,ORT1888-art-001250,crn,ORT1888-cand-001250,machine_derived,false
ORT1888-art-001251-s1,• Utat.,ORT1888-art-001251,crn,ORT1888-cand-001251,machine_derived,false
ORT1888-art-001252-s1,Teniti.,ORT1888-art-001252,crn,ORT1888-cand-001252,machine_derived,false
ORT1888-art-001253-s1,-Aütn.,ORT1888-art-001253,crn,ORT1888-cand-001253,machine_derived,false
ORT1888-art-001254-s1,Tevéncúca.,ORT1888-art-001254,crn,ORT1888-cand-001254,machine_derived,false
ORT1888-art-001255-s1,N encare Fe.,ORT1888-art-001255,crn,ORT1888-cand-001255,machine_derived,false
ORT1888-art-001256-s1,^Neue'areat.,ORT1888-art-001256,crn,ORT1888-cand-001256,machine_derived,false
ORT1888-art-001257-s1,Tinahuame. pl. tzi.,ORT1888-art-001257,crn,ORT1888-cand-001257,machine_derived,false
ORT1888-art-001258-s1,Xachuitáti .,ORT1888-art-001258,crn,ORT1888-cand-001258,machine_derived,false
ORT1888-art-001259-s1,Axac. pl. tzi.,ORT1888-art-001259,crn,ORT1888-cand-001259,machine_derived,false
ORT1888-art-001260-s1,Chatzat. pl. tzi.,ORT1888-art-001260,crn,ORT1888-cand-001260,machine_derived,false
ORT1888-art-001261-s1,Veat.,ORT1888-art-001261,crn,ORT1888-cand-001261,machine_derived,false
ORT1888-art-001262-s1,Auxuáti.,ORT1888-art-001262,crn,ORT1888-cand-001262,machine_derived,false
ORT1888-art-001263-s1,Neaexé. Neti.,ORT1888-art-001263,crn,ORT1888-cand-001263,machine_derived,false
ORT1888-art-001264-s1,Mowxati.,ORT1888-art-001264,crn,ORT1888-cand-001264,machine_derived,false
ORT1888-art-001265-s1,Cahuxá.,ORT1888-art-001265,crn,ORT1888-cand-001265,machine_derived,false
ORT1888-art-001266-s1,Huáchité. Neti.,ORT1888-art-001266,crn,ORT1888-cand-001266,machine_derived,false
ORT1888-art-001267-s1,Bikeuzte. pl. tzi.,ORT1888-art-001267,crn,ORT1888-cand-001267,machine_derived,false
ORT1888-art-001268-s1,Xac/ipoti. pl. Xapótzi.,ORT1888-art-001268,crn,ORT1888-cand-001268,machine_derived,false
ORT1888-art-001269-s1,Camaiaicat. pl. tzi.,ORT1888-art-001269,crn,ORT1888-cand-001269,machine_derived,false
ORT1888-art-001270-s1,lunái. pl. tzi.,ORT1888-art-001270,crn,ORT1888-cand-001270,machine_derived,false
ORT1888-art-001271-s1,^Ecati. pl. Ecatzi.,ORT1888-art-001271,crn,ORT1888-cand-001271,machine_derived,false
ORT1888-art-001272-s1,Teutu.,ORT1888-art-001272,crn,ORT1888-cand-001272,machine_derived,false
ORT1888-art-001273-s1,Busca compadecerse.,ORT1888-art-001273,crn,ORT1888-cand-001273,machine_derived,false
ORT1888-art-001274-s1,Acúinite. Neti.,ORT1888-art-001274,crn,ORT1888-cand-001274,machine_derived,false
ORT1888-art-001275-s1,"Uitfwhuáxea,",ORT1888-art-001275,crn,ORT1888-cand-001275,machine_derived,false
ORT1888-art-001276-s1,Huzina. Neti.,ORT1888-art-001276,crn,ORT1888-cand-001276,machine_derived,false
ORT1888-art-001277-s1,Aucaohunézin. Nete.,ORT1888-art-001277,crn,ORT1888-cand-001277,machine_derived,false
ORT1888-art-001278-s1,Tziméti.,ORT1888-art-001278,crn,ORT1888-cand-001278,machine_derived,false
ORT1888-art-001279-s1,X^ret.,ORT1888-art-001279,crn,ORT1888-cand-001279,machine_derived,false
ORT1888-art-001280-s1,Cihuati. pl. Ciutzi.,ORT1888-art-001280,crn,ORT1888-cand-001280,machine_derived,false
ORT1888-art-001281-s1,Thté. Neti.,ORT1888-art-001281,crn,ORT1888-cand-001281,machine_derived,false
ORT1888-art-001282-s1,Tuhtacarenm pl. tzi.,ORT1888-art-001282,crn,ORT1888-cand-001282,machine_derived,false
ORT1888-art-001283-s1,-Thterit.,ORT1888-art-001283,crn,ORT1888-cand-001283,machine_derived,false
ORT1888-art-001284-s1,Cherit.,ORT1888-art-001284,crn,ORT1888-cand-001284,machine_derived,false
ORT1888-art-001285-s1,Namüriti.,ORT1888-art-001285,crn,ORT1888-cand-001285,machine_derived,false
ORT1888-art-001286-s1,Cayet.,ORT1888-art-001286,crn,ORT1888-cand-001286,machine_derived,false
ORT1888-art-001287-s1,Ticáa. Ne.,ORT1888-art-001287,crn,ORT1888-cand-001287,machine_derived,false
ORT1888-art-001288-s1,Moáhyet. pl. tzi.,ORT1888-art-001288,crn,ORT1888-cand-001288,machine_derived,false
ORT1888-art-001289-s1,Tcázim. Neti. Teahpoazt. Neti.,ORT1888-art-001289,crn,ORT1888-cand-001289,machine_derived,false
ORT1888-art-001290-s1,Tzána. Neti.,ORT1888-art-001290,crn,ORT1888-cand-001290,machine_derived,false
ORT1888-art-001291-s1,Ache. N.,ORT1888-art-001291,crn,ORT1888-cand-001291,machine_derived,false
ORT1888-art-001292-s1,Ateúha. Natina.,ORT1888-art-001292,crn,ORT1888-cand-001292,machine_derived,false
ORT1888-art-001293-s1,a Eumua..,ORT1888-art-001293,crn,ORT1888-cand-001293,machine_derived,false
ORT1888-art-001294-s1,Curahekehua. Neti.,ORT1888-art-001294,crn,ORT1888-cand-001294,machine_derived,false
ORT1888-art-001295-s1,Vachre. Neti.,ORT1888-art-001295,crn,ORT1888-cand-001295,machine_derived,false
ORT1888-art-001296-s1,Yüxarit.,ORT1888-art-001296,crn,ORT1888-cand-001296,machine_derived,false
ORT1888-art-001297-s1,Tatzu. pl. ri.,ORT1888-art-001297,crn,ORT1888-cand-001297,machine_derived,false
ORT1888-art-001298-s1,Xana. pl. ri.,ORT1888-art-001298,crn,ORT1888-cand-001298,machine_derived,false
ORT1888-art-001299-s1,Tzinácaré.,ORT1888-art-001299,crn,ORT1888-cand-001299,machine_derived,false
ORT1888-art-001300-s1,^ Busca limpiar.,ORT1888-art-001300,crn,ORT1888-cand-001300,machine_derived,false
ORT1888-art-001301-s1,Mehcheá.,ORT1888-art-001301,crn,ORT1888-cand-001301,machine_derived,false
ORT1888-art-001302-s1,Caputíhete.,ORT1888-art-001302,crn,ORT1888-cand-001302,machine_derived,false
ORT1888-art-001303-s1,Eursivet. pl. tzi.,ORT1888-art-001303,crn,ORT1888-cand-001303,machine_derived,false
ORT1888-art-001304-s1,Tecaihre.,ORT1888-art-001304,crn,ORT1888-cand-001304,machine_derived,false
ORT1888-art-001305-s1,Busca enloquecer.,ORT1888-art-001305,crn,ORT1888-cand-001305,machine_derived,false
ORT1888-art-001306-s1,Axot.,ORT1888-art-001306,crn,ORT1888-cand-001306,machine_derived,false
ORT1888-art-001307-s1,Haxota. Ne.,ORT1888-art-001307,crn,ORT1888-cand-001307,machine_derived,false
ORT1888-art-001308-s1,Huahaxohpoa.,ORT1888-art-001308,crn,ORT1888-cand-001308,machine_derived,false
ORT1888-art-001309-s1,Viyetzé.,ORT1888-art-001309,crn,ORT1888-cand-001309,machine_derived,false
ORT1888-art-001310-s1,Nucheritzé. Neanueritze.,ORT1888-art-001310,crn,ORT1888-cand-001310,machine_derived,false
ORT1888-art-001311-s1,Huavit.,ORT1888-art-001311,crn,ORT1888-cand-001311,machine_derived,false
ORT1888-art-001312-s1,Tútuvi. pl. tzi.,ORT1888-art-001312,crn,ORT1888-cand-001312,machine_derived,false
ORT1888-art-001313-s1,Turazt. pl. Turazi.,ORT1888-art-001313,crn,ORT1888-cand-001313,machine_derived,false
ORT1888-art-001314-s1,Tzipuzt. pl. Tzipuzi.,ORT1888-art-001314,crn,ORT1888-cand-001314,machine_derived,false
ORT1888-art-001315-s1,Puriz. pl. Puvizi.,ORT1888-art-001315,crn,ORT1888-cand-001315,machine_derived,false
ORT1888-art-001316-s1,Auhhepoa. Ne.,ORT1888-art-001316,crn,ORT1888-cand-001316,machine_derived,false
ORT1888-art-001317-s1,Huatatza.,ORT1888-art-001317,crn,ORT1888-cand-001317,machine_derived,false
ORT1888-art-001318-s1,Mopacaicó.,ORT1888-art-001318,crn,ORT1888-cand-001318,machine_derived,false
ORT1888-art-001319-s1,Tait.,ORT1888-art-001319,crn,ORT1888-cand-001319,machine_derived,false
ORT1888-art-001320-s1,Cáxe,ORT1888-art-001320,crn,ORT1888-cand-001320,machine_derived,false
ORT1888-art-001321-s1,• Añahupi. —,ORT1888-art-001321,crn,ORT1888-cand-001321,machine_derived,false
ORT1888-art-001322-s1,Meapurbeyaohraca. — Llenarse la lu-,ORT1888-art-001322,crn,ORT1888-cand-001322,machine_derived,false
ORT1888-art-001323-s1,Meapurbeyaórizt. — Acabarse la luna.-- -Purhua-,ORT1888-art-001323,crn,ORT1888-cand-001323,machine_derived,false
ORT1888-art-001324-s1,Traer la luna agua. — Ahputichaék.,ORT1888-art-001324,crn,ORT1888-cand-001324,machine_derived,false
ORT1888-art-001325-s1,Xuravet. pl. tzi.,ORT1888-art-001325,crn,ORT1888-cand-001325,machine_derived,false
ORT1888-art-001326-s1,"Tabatzi, pero por pensar",ORT1888-art-001326,crn,ORT1888-cand-001326,machine_derived,false
